"date","Hospital_Intake_Proven","Hospital_Intake_Suspected","IC_Intake_Proven","IC_Intake_Suspected","IC_Current","ICs_Used","IC_Cumulative","Hospital_Currently","IC_Deaths_Cumulative","IC_Discharge_Cumulative","IC_Discharge_InHospital","Hospital_Cumulative","Hospital_Intake","IC_Intake","Hosp_Intake_Suspec_Cumul","IC_Intake_Suspected_Cumul","IC_Intake_Proven_Cumsum"
2020-02-27,2,2,1,0,15,9,15,63,0,0,0,66,4,1,2,0,1
2020-02-28,3,0,0,1,16,10,16,66,0,0,0,69,3,1,2,1,1
2020-02-29,1,0,0,0,17,10,17,66,0,0,0,70,1,0,2,1,1
2020-03-01,7,1,2,0,19,11,19,74,0,0,1,78,8,2,3,1,3
2020-03-02,10,1,0,0,18,10,19,85,0,0,1,89,11,0,4,1,3
2020-03-03,8,0,1,0,20,10,21,92,0,0,1,97,8,1,4,1,4
2020-03-04,10,3,3,0,23,12,24,104,0,2,1,110,13,3,7,1,7
2020-03-05,12,1,1,1,23,14,26,114,0,2,1,122,13,2,8,2,8
2020-03-06,18,1,4,0,27,17,30,129,0,2,2,138,19,4,9,2,12
2020-03-07,7,3,3,0,29,17,33,138,0,3,1,147,10,3,12,2,15
2020-03-08,18,4,6,0,35,21,39,156,2,3,1,167,22,6,16,2,21
2020-03-09,27,5,5,2,40,23,47,181,2,3,1,197,32,7,21,4,26
2020-03-10,28,4,9,1,48,24,57,204,2,3,2,226,32,10,25,5,35
2020-03-11,43,5,9,0,56,25,67,240,4,3,2,269,48,9,30,5,44
2020-03-12,54,4,23,0,76,31,90,284,5,3,2,321,58,23,34,5,67
2020-03-13,73,4,13,0,87,34,104,349,5,4,2,395,77,13,38,5,80
2020-03-14,61,3,19,0,105,43,124,390,5,7,5,451,64,19,41,5,99
2020-03-15,69,8,26,1,128,50,152,439,7,7,6,523,77,27,49,6,125
2020-03-16,140,19,33,0,159,56,186,571,12,8,6,676,159,33,68,6,158
2020-03-17,144,12,35,0,189,60,223,656,14,8,9,816,156,35,80,6,193
2020-03-18,171,14,51,0,239,64,278,778,17,12,10,987,185,51,94,6,244
2020-03-19,250,24,58,2,297,70,344,980,25,12,12,1248,274,60,118,8,302
2020-03-20,238,25,82,1,372,71,431,1155,30,14,17,1494,263,83,143,9,384
2020-03-21,199,13,72,3,441,71,513,1240,42,16,26,1680,212,75,156,12,456
2020-03-22,236,18,72,1,491,71,587,1345,48,19,27,1907,254,73,174,13,528
2020-03-23,444,23,98,3,584,71,690,1664,65,22,39,2336,467,101,197,16,626
2020-03-24,420,25,108,1,665,73,804,1916,75,26,44,2745,445,109,222,17,734
2020-03-25,433,22,114,2,763,74,923,2130,88,31,52,3157,455,116,244,19,848
2020-03-26,434,32,103,4,848,74,1036,2325,106,41,55,3580,466,107,276,23,951
