"","model","week","Laag","Gemiddeld","Hoog"
"1","Dynamisch",11,4.47210262966753,60.0302177030162,115.333800767336
"2","Dynamisch",12,137.59607688619,580.146905537881,1003.2453996908
"3","Dynamisch",13,995.240179847433,2010.67852311942,2963.98561290572
"4","Dynamisch",14,2752.76676230473,4141.16705976861,5406.34910384903
"5","Dynamisch",15,4620.92813237413,6208.57845218192,7690.41120462857
"6","Dynamisch",16,5732.10951791445,7699.35399536191,9536.13379882664
"7","Dynamisch",17,6631.53243630331,8818.77490670218,10746.2212035233
"8","Dynamisch",18,7117.47905566054,9476.40663866592,11618.3407259541
"9","Dynamisch",19,7327.9805184202,9842.54635944702,12158.6315834596
"10","Dynamisch",20,7415.75435264548,10046.7310523079,12541.3882781338
"11","Dynamisch",21,7507.46901382648,10205.1644914677,12799.9209058357
"12","Dynamisch",22,7575.23373827692,10331.6124263289,12953.7633080289
"13","Dynamisch",23,7574.43064452548,10413.9681238869,13092.5199732808
"14","Dynamisch",24,7601.36825423719,10469.5059645231,13176.134112712
"15","Dynamisch",25,7622.72734181485,10512.4193188145,13232.0677986055
"16","Dynamisch",26,7648.72896102702,10534.5287145875,13259.6350251026
"17","Dynamisch",27,7672.43305738163,10557.8522839528,13290.2675100107
"18","Dynamisch",28,7684.18239648463,10570.1590131208,13306.8136468176
"19","Dynamisch",29,7698.56624994437,10585.1672639325,13320.0672949415
"20","Dynamisch",30,7716.03236459994,10601.0846014868,13337.2913838271
"21","Dynamisch",31,7742.40388953399,10622.6467501612,13366.7544983782
"22","Dynamisch",32,7759.10304535655,10635.2133632758,13381.765476766
"23","Dynamisch",33,7820.37714062886,10704.6488903835,13457.2255124418
"24","Dynamisch",34,7847.12171447251,10771.7714255119,13549.4048490854
"25","Dynamisch",35,7871.67119861724,10825.1589775515,13637.4464621718
"26","Dynamisch",36,7883.9502643311,10865.3482663064,13674.0951359418
"27","Dynamisch",37,7926.99586355017,10911.7375234072,13734.0690688057
"28","Dynamisch",38,8018.79787125657,10994.3638922958,13872.8150005579
"29","Dynamisch",39,8127.77680495459,11193.1948172373,14098.8234755863
"30","Dynamisch",40,8358.64409086739,11463.3682003969,14456.8134025363
"31","Dynamisch",41,8584.48744774516,11793.9671907061,15009.790969132
"32","Dynamisch",42,8856.27874772485,12296.2091089469,15599.9542068268
"33","Dynamisch",43,9249.40026170858,12982.9578949631,16655.7386073483
"34","Dynamisch",44,9886.80703567445,13867.603109287,17777.8259967819
"35","Dynamisch",45,10459.409799723,14666.9988993505,18729.1332934044
"36","Dynamisch",46,10938.0709433377,15386.4528136847,19700.8213097593
"37","Dynamisch",47,11359.619037487,15857.5304857362,20372.1176551348
"38","Dynamisch",48,11604.9314324549,16332.7209648757,20958.3242371113
"39","Dynamisch",49,11848.5445632905,16832.3169375382,21531.1480679351
"40","Dynamisch",50,12231.5335058395,17388.9473490313,22143.3008176374
"41","Dynamisch",51,12963.2107833274,18169.0139641475,23012.5348007919
"42","Dynamisch",52,13634.4717176819,18882.0606372154,23802.9161945656
