"","model","week","Laag","Gemiddeld","Hoog"
"1","Dynamisch",11,50.5203648457937,65.1781451981566,80.8276680269225
"2","Dynamisch",12,479.690394096321,597.845734256607,710.222384569582
"3","Dynamisch",13,1697.03965566305,2036.75374534007,2368.15969725527
"4","Dynamisch",14,3515.98016329536,4162.09987279315,4755.22482301253
"5","Dynamisch",15,5233.24807266495,6093.77519445293,6880.7257711673
"6","Dynamisch",16,6566.71315354079,7617.94140657805,8561.07608996027
"7","Dynamisch",17,7584.49724469389,8807.8079644739,9910.79822994771
"8","Dynamisch",18,8210.06202318165,9518.5687041627,10707.5596144317
"9","Dynamisch",19,8606.6307940082,9998.21025771674,11256.2628460265
"10","Dynamisch",20,8867.35054301437,10282.3504671443,11566.68380203
"11","Dynamisch",21,9026.01202371968,10478.3493438211,11791.875490143
"12","Dynamisch",22,9156.24343694854,10627.6823975998,11953.0890642711
"13","Dynamisch",23,9241.1398455554,10720.1430917863,12063.1068505041
"14","Dynamisch",24,9290.11271066071,10778.1186927685,12133.1649845959
"15","Dynamisch",25,9329.52180805771,10819.7527289434,12177.9008790601
"16","Dynamisch",26,9346.86019729417,10839.7845821014,12199.3329275292
"17","Dynamisch",27,9365.49872653332,10859.8798115652,12219.266069747
"18","Dynamisch",28,9375.54791423462,10869.9523834615,12229.0122792437
"19","Dynamisch",29,9388.36568808007,10881.739103748,12240.8905615973
"20","Dynamisch",30,9401.17612855243,10893.5957402831,12253.874169317
"21","Dynamisch",31,9416.19084638034,10908.8984498897,12270.2881889086
"22","Dynamisch",32,9423.79164363416,10917.4287741947,12278.8613072533
"23","Dynamisch",33,9462.62264950334,10961.9963709169,12323.625471474
"24","Dynamisch",34,9500.05391461218,11008.1538530184,12368.9252206972
"25","Dynamisch",35,9531.25405875042,11045.6920675463,12407.3818318238
"26","Dynamisch",36,9556.93396595662,11074.5468767967,12440.9946554343
"27","Dynamisch",37,9587.32234060846,11108.5223116604,12483.9370003855
"28","Dynamisch",38,9644.51145799726,11171.1987836064,12563.4594174531
"29","Dynamisch",39,9760.27550150558,11321.8730627384,12756.7971198821
"30","Dynamisch",40,9955.44206341278,11536.1844400746,12986.5490318188
"31","Dynamisch",41,10228.1724672582,11822.9345535283,13334.5544549175
"32","Dynamisch",42,10604.4000518639,12257.48089077,13847.1052934283
"33","Dynamisch",43,11126.1595302724,12858.6717925157,14521.3983159689
"34","Dynamisch",44,11819.1995567888,13639.5912984639,15423.6777911654
"35","Dynamisch",45,12460.3499317705,14472.9919334921,16390.7789591089
"36","Dynamisch",46,12945.2554033032,15141.7921377858,17120.5568563343
"37","Dynamisch",47,13339.3077473358,15640.3590451583,17745.6599371697
